# generated by cr_sim.data.engagement -- regenerate, do not hand-edit
# head-on 1v1 at tournament standard. free_hits is what the longer-ranged unit lands before the other closes.
a,b,winner,a_hits,b_hits,seconds,free_hits,untouched,note
Assassin,MegaMinion,b,0,3,4.10,3,yes,a cannot target b
Assassin,MightyMiner,b,3,8,3.50,2,,
Assassin,Miner,b,6,5,6.00,1,,
Assassin,MiniPekka,b,3,2,2.70,0,,
Assassin,MiniSparkys,a,3,2,5.10,0,,
Assassin,MinionHorde,b,0,9,10.30,9,yes,a cannot target b
Assassin,Minions,b,0,9,10.30,9,yes,a cannot target b
Assassin,Monk,b,5,7,5.40,1,,
Assassin,Mortar,a,8,3,14.77,0,,
Assassin,MovingCannon,b,1,5,4.00,4,,
Assassin,Musketeer,b,1,5,4.30,4,,
Assassin,Musketeer_EV1,b,1,5,4.30,4,,
Assassin,Pekka,b,3,2,3.10,0,,
Assassin,Phoenix,b,0,5,4.40,5,yes,a cannot target b
Assassin,Prince,b,3,3,3.70,1,,
Assassin,PrincessTower,b,3,10,7.20,7,,
Assassin,RageBarbarian,b,3,4,2.83,1,,
Assassin,RamRider,a,10,0,9.63,10,yes,b cannot target a
Assassin,RascalGirl,a,2,4,4.43,0,,
Assassin,Rascals,b,7,5,7.10,0,,
Assassin,Ronin,b,3,3,3.80,0,,
Assassin,RoyalGiant,a,17,0,19.43,17,yes,b cannot target a
Assassin,RoyalHogs,a,5,0,4.60,5,yes,b cannot target a
Assassin,RoyalRecruits,a,5,4,5.17,0,,
Assassin,SkeletonArmy,a,1,0,0.60,1,yes,
Assassin,SkeletonDragons,b,0,6,11.60,6,yes,a cannot target b
Assassin,SkeletonKing,b,7,5,7.70,0,,
Assassin,SkeletonWarriors,a,3,3,3.17,0,,
Assassin,Skeletons,a,1,0,0.60,1,yes,
Assassin,SpearGoblins,a,1,2,3.43,0,,
Assassin,Tesla,b,2,5,5.10,3,,
Assassin,ThreeMusketeers,b,2,5,5.90,3,,
Assassin,Valkyrie,b,6,4,5.90,0,,
Assassin,Wallbreakers,a,2,0,1.60,2,yes,b cannot target a
Assassin,Witch,b,4,7,7.00,4,,
Assassin,WitchMother,a,3,6,5.77,0,,
Assassin,Wizard,b,2,4,5.20,2,,
Assassin,Wizard_EV1,b,2,4,5.20,2,,
Assassin,Xbow,b,0,16,6.00,16,yes,
Assassin,ZapMachine,b,0,1,3.00,1,yes,
Assassin,goblinstein_doctor,a,4,4,6.77,0,,
AxeMan,BabyDragon,a,7,3,5.80,2,,
AxeMan,Balloon,a,10,0,8.50,10,yes,b cannot target a
AxeMan,Barbarians,a,4,0,3.10,4,yes,
AxeMan,Barbarians_EV1,a,4,0,3.10,4,yes,
AxeMan,Bats,a,1,0,0.40,1,yes,
AxeMan,BattleHealer,a,11,3,9.40,5,,
AxeMan,BattleRam,a,6,0,4.90,6,yes,b cannot target a
AxeMan,Berserker,a,6,4,4.90,3,,
AxeMan,BlowdartGoblin,a,2,4,3.30,0,,
AxeMan,BombTower,a,8,4,8.20,0,,
AxeMan,Bomber,a,2,0,1.30,2,yes,
AxeMan,BossBandit,b,10,6,8.67,0,,
AxeMan,Bowler,a,12,4,10.30,3,,
AxeMan,BushGoblin,a,2,0,1.30,2,yes,
AxeMan,Cannon,a,5,5,5.00,0,,
AxeMan,DarkPrince,a,9,3,7.60,5,,
AxeMan,DarkWitch,a,6,2,4.90,4,,
AxeMan,DartBarrell,a,4,4,4.60,0,,
AxeMan,ElectroDragon,a,6,2,4.90,3,,
AxeMan,ElectroGiant,a,23,0,20.20,23,yes,b cannot target a
AxeMan,ElectroSpirit,a,2,1,1.30,1,,
AxeMan,ElectroWizard,a,4,2,3.60,1,,
AxeMan,EliteArcher,a,3,4,4.70,0,,
AxeMan,ElixirGolem,a,9,0,7.60,9,yes,b cannot target a
AxeMan,ElixirGolem2,a,5,0,4.00,5,yes,b cannot target a
AxeMan,ElixirGolem4,a,3,0,2.20,3,yes,b cannot target a
AxeMan,FireSpirits,a,2,1,1.30,1,,
AxeMan,Firecracker,a,2,1,2.80,1,,
AxeMan,FirespiritHut,a,5,3,5.00,0,,
AxeMan,Fisherman,a,5,0,4.00,5,yes,
AxeMan,Ghost,a,7,2,5.80,4,,
AxeMan,Giant,a,23,0,20.20,23,yes,b cannot target a
AxeMan,GiantBuffer,a,16,0,13.90,16,yes,b cannot target a
AxeMan,GiantSkeleton,b,11,5,9.90,0,,
AxeMan,GoblinDemolisher,both,8,7,7.20,0,,they kill each other on the same tick
AxeMan,GoblinGang,a,2,0,1.30,2,yes,
AxeMan,GoblinGiant,a,18,0,15.70,18,yes,b cannot target a
AxeMan,GoblinMachine,b,11,6,10.00,0,,
AxeMan,Goblins,a,2,0,1.30,2,yes,
AxeMan,Goblinstein,a,14,0,12.10,14,yes,b cannot target a
AxeMan,GoldenKnight,a,11,7,9.40,5,,
AxeMan,Golem,a,29,0,25.60,29,yes,b cannot target a
AxeMan,Golemite,a,6,0,4.90,6,yes,b cannot target a
AxeMan,Heal,a,2,1,1.30,1,,
AxeMan,HogRider,a,10,0,8.50,10,yes,b cannot target a
AxeMan,IceGolemite,a,8,0,6.70,8,yes,b cannot target a
AxeMan,IceSpirits,a,2,1,1.30,1,,
AxeMan,IceWizard,a,4,2,4.10,0,,
AxeMan,InfernoDragon,b,6,9,5.40,0,,
AxeMan,InfernoTower,b,3,8,4.00,2,,
AxeMan,KingTower,b,12,14,13.50,3,,
AxeMan,Knight,a,10,4,8.50,5,,
AxeMan,LavaHound,a,21,0,18.40,21,yes,b cannot target a
AxeMan,LavaPups,a,2,0,1.30,2,yes,
AxeMan,LittlePrince,a,4,3,4.10,0,,
AxeMan,MegaKnight,b,13,5,11.30,0,,
AxeMan,MegaMinion,a,5,1,4.00,5,,
AxeMan,MightyMiner,b,8,10,7.20,0,,
AxeMan,Miner,a,7,3,5.80,3,,
AxeMan,MiniPekka,b,6,2,5.17,0,,
AxeMan,MiniSparkys,a,3,1,2.20,2,,
AxeMan,MinionHorde,a,2,0,1.30,2,yes,
AxeMan,Minions,a,2,0,1.30,2,yes,
AxeMan,Monk,b,12,10,11.10,0,,
AxeMan,Mortar,a,8,3,13.70,0,,
AxeMan,MovingCannon,b,5,7,5.80,2,,
AxeMan,Musketeer,b,4,6,5.30,2,,
AxeMan,Musketeer_EV1,b,4,6,5.30,2,,
AxeMan,Pekka,b,8,2,7.50,0,,
AxeMan,Phoenix,a,6,2,4.90,4,,
AxeMan,Prince,b,9,4,8.00,0,,
AxeMan,PrincessTower,b,8,14,10.40,5,,
AxeMan,RageBarbarian,b,6,5,5.50,0,,
AxeMan,RamRider,a,10,0,8.50,10,yes,b cannot target a
AxeMan,RascalGirl,a,2,2,1.80,0,,
AxeMan,Rascals,a,11,4,9.40,5,,
AxeMan,Ronin,b,8,4,7.40,0,,
AxeMan,RoyalGiant,a,18,0,16.20,18,yes,b cannot target a
AxeMan,RoyalHogs,a,5,0,4.00,5,yes,b cannot target a
AxeMan,RoyalRecruits,a,6,1,4.90,4,,
AxeMan,SkeletonArmy,a,1,0,0.40,1,yes,
AxeMan,SkeletonDragons,a,4,1,3.10,3,,
AxeMan,SkeletonKing,a,13,5,11.20,5,,
AxeMan,SkeletonWarriors,a,3,0,2.20,3,yes,
AxeMan,Skeletons,a,1,0,0.40,1,yes,
AxeMan,SpearGoblins,a,1,0,0.90,1,yes,
AxeMan,Tesla,b,6,6,6.20,1,,
AxeMan,ThreeMusketeers,a,5,4,5.50,0,,
AxeMan,Valkyrie,a,11,4,9.40,5,,
AxeMan,Wallbreakers,a,2,0,1.30,2,yes,b cannot target a
AxeMan,Witch,a,5,5,5.00,0,,
AxeMan,WitchMother,a,3,3,3.20,0,,
AxeMan,Wizard,a,5,3,5.00,0,,
AxeMan,Wizard_EV1,b,6,5,6.60,1,,
AxeMan,Xbow,b,2,23,8.80,19,,
AxeMan,ZapMachine,b,3,1,3.00,0,,
AxeMan,goblinstein_doctor,a,5,3,5.00,0,,
BabyDragon,Balloon,a,10,0,14.70,10,yes,b cannot target a
BabyDragon,Barbarians,a,5,0,7.20,5,yes,b cannot target a
BabyDragon,Barbarians_EV1,a,5,0,7.20,5,yes,b cannot target a
BabyDragon,Bats,a,1,0,1.20,1,yes,
BabyDragon,BattleHealer,a,12,0,17.70,12,yes,b cannot target a
BabyDragon,BattleRam,a,6,0,8.70,6,yes,b cannot target a
BabyDragon,Berserker,a,6,0,8.70,6,yes,b cannot target a
BabyDragon,BlowdartGoblin,a,2,6,4.70,0,,
BabyDragon,BombTower,a,9,0,14.87,9,yes,b cannot target a
BabyDragon,Bomber,a,2,0,3.37,2,yes,b cannot target a
BabyDragon,BossBandit,a,16,0,23.70,16,yes,b cannot target a
BabyDragon,Bowler,a,13,0,19.53,13,yes,b cannot target a
BabyDragon,BushGoblin,a,3,0,4.20,3,yes,b cannot target a
BabyDragon,Cannon,a,5,0,8.53,5,yes,b cannot target a
BabyDragon,DarkPrince,a,10,0,14.70,10,yes,b cannot target a
BabyDragon,DarkWitch,a,6,0,8.70,6,yes,b cannot target a
BabyDragon,DartBarrell,b,3,7,7.20,3,,
BabyDragon,ElectroDragon,a,7,5,10.20,1,,
BabyDragon,ElectroGiant,a,24,0,35.70,24,yes,b cannot target a
BabyDragon,ElectroSpirit,a,2,1,2.70,0,,
BabyDragon,ElectroWizard,a,5,4,8.20,0,,
BabyDragon,EliteArcher,a,4,7,8.03,0,,
BabyDragon,ElixirGolem,a,10,0,14.70,10,yes,b cannot target a
BabyDragon,ElixirGolem2,a,5,0,7.20,5,yes,b cannot target a
BabyDragon,ElixirGolem4,a,3,0,4.20,3,yes,b cannot target a
BabyDragon,FireSpirits,a,2,1,2.70,0,,
BabyDragon,Firecracker,a,2,1,4.37,0,,
BabyDragon,FirespiritHut,a,5,5,8.53,0,,
BabyDragon,Fisherman,a,6,0,8.70,6,yes,b cannot target a
BabyDragon,Ghost,a,8,0,11.70,8,yes,b cannot target a
BabyDragon,Giant,a,24,0,35.70,24,yes,b cannot target a
BabyDragon,GiantBuffer,a,17,0,25.20,17,yes,b cannot target a
BabyDragon,GiantSkeleton,a,21,0,31.20,21,yes,b cannot target a
BabyDragon,GoblinDemolisher,a,8,0,12.70,8,yes,b cannot target a
BabyDragon,GoblinGang,a,2,0,2.70,2,yes,b cannot target a
BabyDragon,GoblinGiant,a,19,0,28.20,19,yes,b cannot target a
BabyDragon,GoblinMachine,a,14,0,20.70,14,yes,b cannot target a
BabyDragon,Goblins,a,2,0,2.70,2,yes,b cannot target a
BabyDragon,Goblinstein,a,15,0,22.20,15,yes,b cannot target a
BabyDragon,GoldenKnight,a,11,0,16.20,11,yes,b cannot target a
BabyDragon,Golem,a,31,0,46.20,31,yes,b cannot target a
BabyDragon,Golemite,a,7,0,10.20,7,yes,b cannot target a
BabyDragon,Heal,a,2,1,2.70,0,,
BabyDragon,HogRider,a,11,0,16.20,11,yes,b cannot target a
BabyDragon,IceGolemite,a,8,0,11.70,8,yes,b cannot target a
BabyDragon,IceSpirits,a,2,1,2.70,0,,
BabyDragon,IceWizard,a,5,5,8.53,0,,
BabyDragon,InfernoDragon,b,3,9,4.40,0,,
BabyDragon,InfernoTower,b,1,8,4.00,5,,
BabyDragon,KingTower,b,6,13,12.50,4,,
BabyDragon,Knight,a,11,0,16.20,11,yes,b cannot target a
BabyDragon,LavaHound,a,22,0,32.70,22,yes,b cannot target a
BabyDragon,LavaPups,a,2,1,2.70,1,,
BabyDragon,LittlePrince,a,5,7,8.53,0,,
BabyDragon,MegaKnight,a,24,0,35.70,24,yes,b cannot target a
BabyDragon,MegaMinion,a,5,3,7.20,2,,
BabyDragon,MightyMiner,a,14,0,20.70,14,yes,b cannot target a
BabyDragon,Miner,a,8,0,11.70,8,yes,b cannot target a
BabyDragon,MiniPekka,a,9,0,13.20,9,yes,b cannot target a
BabyDragon,MiniSparkys,a,4,3,6.37,0,,
BabyDragon,MinionHorde,a,2,2,2.70,1,,
BabyDragon,Minions,a,2,2,2.70,1,,
BabyDragon,Monk,a,14,0,20.70,14,yes,b cannot target a
BabyDragon,Mortar,a,9,0,18.53,9,yes,b cannot target a
BabyDragon,MovingCannon,a,11,0,17.53,11,yes,b cannot target a
BabyDragon,Musketeer,b,2,6,5.30,3,,
BabyDragon,Musketeer_EV1,b,2,6,5.30,3,,
BabyDragon,Pekka,a,23,0,34.20,23,yes,b cannot target a
BabyDragon,Phoenix,b,5,6,7.30,0,,
BabyDragon,Prince,a,12,0,17.70,12,yes,b cannot target a
BabyDragon,PrincessTower,b,4,13,9.60,5,,
BabyDragon,RageBarbarian,a,8,0,11.70,8,yes,b cannot target a
BabyDragon,RamRider,a,11,0,16.20,11,yes,b cannot target a
BabyDragon,RascalGirl,a,2,4,3.70,0,,
BabyDragon,Rascals,a,11,0,16.20,11,yes,b cannot target a
BabyDragon,Ronin,a,11,0,16.20,11,yes,b cannot target a
BabyDragon,RoyalGiant,a,19,0,29.20,19,yes,b cannot target a
BabyDragon,RoyalHogs,a,5,0,7.20,5,yes,b cannot target a
BabyDragon,RoyalRecruits,a,6,0,8.70,6,yes,b cannot target a
BabyDragon,SkeletonArmy,a,1,0,1.20,1,yes,b cannot target a
BabyDragon,SkeletonDragons,a,4,3,5.70,1,,
BabyDragon,SkeletonKing,a,14,0,20.70,14,yes,b cannot target a
BabyDragon,SkeletonWarriors,a,3,0,4.20,3,yes,b cannot target a
BabyDragon,Skeletons,a,1,0,1.20,1,yes,b cannot target a
BabyDragon,SpearGoblins,a,1,1,2.20,0,,
BabyDragon,Tesla,b,3,6,6.20,2,,
BabyDragon,ThreeMusketeers,b,3,6,7.20,2,,
BabyDragon,Valkyrie,a,12,0,17.70,12,yes,b cannot target a
BabyDragon,Wallbreakers,a,2,0,2.70,2,yes,b cannot target a
BabyDragon,Witch,a,5,8,8.53,0,,
BabyDragon,WitchMother,a,4,7,7.03,0,,
BabyDragon,Wizard,b,3,5,6.60,2,,
BabyDragon,Wizard_EV1,b,3,5,6.60,2,,
BabyDragon,Xbow,a,10,0,20.03,10,yes,b cannot target a
BabyDragon,ZapMachine,a,9,0,14.20,9,yes,b cannot target a
BabyDragon,goblinstein_doctor,a,5,5,8.53,0,,
Balloon,Barbarians,neither,0,0,0.00,0,,neither can target the other
Balloon,Barbarians_EV1,neither,0,0,0.00,0,,neither can target the other
Balloon,Bats,b,0,21,24.60,21,yes,a cannot target b
Balloon,BattleHealer,neither,0,0,0.00,0,,neither can target the other
Balloon,BattleRam,neither,0,0,0.00,0,,neither can target the other
Balloon,Berserker,neither,0,0,0.00,0,,neither can target the other
Balloon,BlowdartGoblin,b,0,12,9.25,12,yes,a cannot target b
Balloon,BombTower,a,3,0,11.70,3,yes,b cannot target a
Balloon,Bomber,neither,0,0,0.00,0,,neither can target the other
Balloon,BossBandit,neither,0,0,0.00,0,,neither can target the other
Balloon,Bowler,neither,0,0,0.00,0,,neither can target the other
Balloon,BushGoblin,neither,0,0,0.00,0,,neither can target the other
Balloon,Cannon,a,2,0,9.20,2,yes,b cannot target a
Balloon,DarkPrince,neither,0,0,0.00,0,,neither can target the other
Balloon,DarkWitch,neither,0,0,0.00,0,,neither can target the other
Balloon,DartBarrell,b,0,10,10.50,10,yes,a cannot target b
Balloon,ElectroDragon,b,0,9,18.20,9,yes,a cannot target b
Balloon,ElectroGiant,neither,0,0,0.00,0,,neither can target the other
Balloon,ElectroSpirit,stalemate,0,1,300.00,0,,a cannot target b; neither dies inside five minutes
Balloon,ElectroWizard,b,0,15,26.40,15,yes,a cannot target b
Balloon,EliteArcher,b,0,13,13.60,13,yes,a cannot target b
Balloon,ElixirGolem,neither,0,0,0.00,0,,neither can target the other
Balloon,ElixirGolem2,neither,0,0,0.00,0,,neither can target the other
Balloon,ElixirGolem4,neither,0,0,0.00,0,,neither can target the other
Balloon,FireSpirits,stalemate,0,1,300.00,0,,a cannot target b; neither dies inside five minutes
Balloon,Firecracker,b,0,27,80.35,27,yes,a cannot target b
Balloon,FirespiritHut,b,0,10,16.50,10,yes,a cannot target b
Balloon,Fisherman,neither,0,0,0.00,0,,neither can target the other
Balloon,Ghost,neither,0,0,0.00,0,,neither can target the other
Balloon,Giant,neither,0,0,0.00,0,,neither can target the other
Balloon,GiantBuffer,neither,0,0,0.00,0,,neither can target the other
Balloon,GiantSkeleton,neither,0,0,0.00,0,,neither can target the other
Balloon,GoblinDemolisher,neither,0,0,0.00,0,,neither can target the other
Balloon,GoblinGang,neither,0,0,0.00,0,,neither can target the other
Balloon,GoblinGiant,neither,0,0,0.00,0,,neither can target the other
Balloon,GoblinMachine,neither,0,0,0.00,0,,neither can target the other
Balloon,Goblins,neither,0,0,0.00,0,,neither can target the other
Balloon,Goblinstein,neither,0,0,0.00,0,,neither can target the other
Balloon,GoldenKnight,neither,0,0,0.00,0,,neither can target the other
Balloon,Golem,neither,0,0,0.00,0,,neither can target the other
Balloon,Golemite,neither,0,0,0.00,0,,neither can target the other
Balloon,Heal,stalemate,0,1,300.00,0,,a cannot target b; neither dies inside five minutes
Balloon,HogRider,neither,0,0,0.00,0,,neither can target the other
Balloon,IceGolemite,neither,0,0,0.00,0,,neither can target the other
Balloon,IceSpirits,stalemate,0,1,300.00,0,,a cannot target b; neither dies inside five minutes
Balloon,IceWizard,b,0,19,31.80,19,yes,a cannot target b
Balloon,InfernoDragon,b,0,10,4.80,10,yes,a cannot target b
Balloon,InfernoTower,b,0,8,4.00,8,yes,
Balloon,KingTower,b,5,19,18.50,9,,
Balloon,Knight,neither,0,0,0.00,0,,neither can target the other
Balloon,LavaHound,neither,0,0,0.00,0,,neither can target the other
Balloon,LavaPups,b,0,21,34.70,21,yes,a cannot target b
Balloon,LittlePrince,b,0,17,20.00,17,yes,a cannot target b
Balloon,MegaKnight,neither,0,0,0.00,0,,neither can target the other
Balloon,MegaMinion,b,0,6,8.60,6,yes,a cannot target b
Balloon,MightyMiner,neither,0,0,0.00,0,,neither can target the other
Balloon,Miner,neither,0,0,0.00,0,,neither can target the other
Balloon,MiniPekka,neither,0,0,0.00,0,,neither can target the other
Balloon,MiniSparkys,b,0,15,32.20,15,yes,a cannot target b
Balloon,MinionHorde,b,0,16,18.70,16,yes,a cannot target b
Balloon,Minions,b,0,16,18.70,16,yes,a cannot target b
Balloon,Monk,neither,0,0,0.00,0,,neither can target the other
Balloon,Mortar,a,3,0,17.20,3,yes,b cannot target a
Balloon,MovingCannon,neither,0,0,0.00,0,,neither can target the other
Balloon,Musketeer,b,0,8,7.30,8,yes,a cannot target b
Balloon,Musketeer_EV1,b,0,8,7.30,8,yes,a cannot target b
Balloon,Pekka,neither,0,0,0.00,0,,neither can target the other
Balloon,Phoenix,b,0,8,7.40,8,yes,a cannot target b
Balloon,Prince,neither,0,0,0.00,0,,neither can target the other
Balloon,PrincessTower,b,3,19,14.40,12,,
Balloon,RageBarbarian,neither,0,0,0.00,0,,neither can target the other
Balloon,RamRider,neither,0,0,0.00,0,,neither can target the other
Balloon,RascalGirl,b,0,14,13.50,14,yes,a cannot target b
Balloon,Rascals,neither,0,0,0.00,0,,neither can target the other
Balloon,Ronin,neither,0,0,0.00,0,,neither can target the other
Balloon,RoyalGiant,neither,0,0,0.00,0,,neither can target the other
Balloon,RoyalHogs,neither,0,0,0.00,0,,neither can target the other
Balloon,RoyalRecruits,neither,0,0,0.00,0,,neither can target the other
Balloon,SkeletonArmy,neither,0,0,0.00,0,,neither can target the other
Balloon,SkeletonDragons,b,0,12,23.60,12,yes,a cannot target b
Balloon,SkeletonKing,neither,0,0,0.00,0,,neither can target the other
Balloon,SkeletonWarriors,neither,0,0,0.00,0,,neither can target the other
Balloon,Skeletons,neither,0,0,0.00,0,,neither can target the other
Balloon,SpearGoblins,b,0,21,33.10,21,yes,a cannot target b
Balloon,Tesla,b,1,8,8.40,6,,
Balloon,ThreeMusketeers,b,0,9,11.10,9,yes,a cannot target b
Balloon,Valkyrie,neither,0,0,0.00,0,,neither can target the other
Balloon,Wallbreakers,neither,0,0,0.00,0,,neither can target the other
Balloon,Witch,b,0,13,13.60,13,yes,a cannot target b
Balloon,WitchMother,b,0,13,12.70,13,yes,a cannot target b
Balloon,Wizard,b,0,6,8.00,6,yes,a cannot target b
Balloon,Wizard_EV1,b,0,6,8.00,6,yes,a cannot target b
Balloon,Xbow,a,3,0,17.20,3,yes,b cannot target a
Balloon,ZapMachine,neither,0,0,0.00,0,,neither can target the other
Balloon,goblinstein_doctor,b,0,13,22.90,13,yes,a cannot target b
Barbarians,Barbarians_EV1,both,4,4,5.20,0,,they kill each other on the same tick
Barbarians,Bats,b,0,9,10.20,9,yes,a cannot target b
Barbarians,BattleHealer,b,0,3,5.60,3,yes,a cannot target b
Barbarians,BattleRam,a,6,0,8.00,6,yes,b cannot target a
Barbarians,Berserker,b,3,8,4.60,2,,
Barbarians,BlowdartGoblin,b,0,5,3.65,5,yes,
Barbarians,BombTower,b,1,4,6.70,3,,
Barbarians,Bomber,a,2,3,6.20,0,,
Barbarians,BossBandit,b,2,3,2.90,1,,
Barbarians,Bowler,b,2,3,7.00,1,,
Barbarians,BushGoblin,a,2,2,2.50,1,,
Barbarians,Cannon,b,0,4,3.10,4,yes,
Barbarians,DarkPrince,b,2,3,3.80,1,,
Barbarians,DarkWitch,b,1,3,3.15,2,,
Barbarians,DartBarrell,b,0,5,5.00,5,yes,a cannot target b
Barbarians,ElectroDragon,b,0,4,7.70,4,yes,a cannot target b
Barbarians,ElectroGiant,a,21,0,29.50,21,yes,b cannot target a
Barbarians,ElectroSpirit,a,2,1,4.20,0,,
Barbarians,ElectroWizard,a,4,5,9.50,0,,
Barbarians,EliteArcher,b,0,6,5.90,6,yes,
Barbarians,ElixirGolem,a,9,0,12.30,9,yes,b cannot target a
Barbarians,ElixirGolem2,a,4,0,5.30,4,yes,b cannot target a
Barbarians,ElixirGolem4,a,2,0,2.50,2,yes,b cannot target a
Barbarians,FireSpirits,a,2,1,4.20,0,,
Barbarians,Firecracker,a,2,2,7.70,0,,
Barbarians,FirespiritHut,b,1,4,6.30,3,,
Barbarians,Fisherman,b,3,4,5.10,1,,
Barbarians,Ghost,b,0,3,4.80,3,yes,a cannot target b
Barbarians,Giant,a,21,0,29.50,21,yes,b cannot target a
Barbarians,GiantBuffer,a,15,0,21.10,15,yes,b cannot target a
Barbarians,GiantSkeleton,b,2,3,3.60,1,,
Barbarians,GoblinDemolisher,b,0,4,3.90,4,yes,
Barbarians,GoblinGang,a,2,2,2.40,0,,
Barbarians,GoblinGiant,a,17,0,23.90,17,yes,b cannot target a
Barbarians,GoblinMachine,b,3,4,4.30,1,,
Barbarians,Goblins,a,2,2,2.40,0,,
Barbarians,Goblinstein,a,13,0,18.30,13,yes,b cannot target a
Barbarians,GoldenKnight,b,3,5,4.30,1,,
Barbarians,Golem,a,27,0,37.45,27,yes,b cannot target a
Barbarians,Golemite,a,6,0,8.00,6,yes,b cannot target a
Barbarians,Heal,a,2,1,4.20,0,,
Barbarians,HogRider,a,9,0,12.30,9,yes,b cannot target a
Barbarians,IceGolemite,a,7,0,9.45,7,yes,b cannot target a
Barbarians,IceSpirits,a,2,1,4.20,0,,
Barbarians,IceWizard,a,4,6,10.00,0,,
Barbarians,InfernoDragon,b,0,8,4.00,8,yes,a cannot target b
Barbarians,InfernoTower,b,0,6,3.20,6,yes,
Barbarians,KingTower,b,1,8,7.50,7,,
Barbarians,Knight,b,3,4,4.30,1,,
Barbarians,LavaHound,neither,0,0,0.00,0,,neither can target the other
Barbarians,LavaPups,b,0,9,14.30,9,yes,a cannot target b
Barbarians,LittlePrince,b,2,7,8.00,5,,
Barbarians,MegaKnight,b,3,3,4.60,1,,
Barbarians,MegaMinion,b,0,3,4.10,3,yes,a cannot target b
Barbarians,MightyMiner,b,1,7,3.10,3,,
Barbarians,Miner,b,3,4,4.70,1,,
Barbarians,MiniPekka,b,1,1,1.10,0,,
Barbarians,MiniSparkys,a,3,3,7.60,0,,
Barbarians,MinionHorde,b,0,7,7.90,7,yes,a cannot target b
Barbarians,Minions,b,0,7,7.90,7,yes,a cannot target b
Barbarians,Monk,b,3,6,4.60,2,,
Barbarians,Mortar,b,1,3,13.10,2,,
Barbarians,MovingCannon,b,0,4,3.10,4,yes,
Barbarians,Musketeer,b,0,4,3.30,4,yes,
Barbarians,Musketeer_EV1,b,0,4,3.30,4,yes,
Barbarians,Pekka,b,0,1,1.30,1,yes,
Barbarians,Phoenix,b,0,4,3.40,4,yes,a cannot target b
Barbarians,Prince,b,1,2,2.30,1,,
Barbarians,PrincessTower,b,0,8,5.60,8,yes,
Barbarians,RageBarbarian,b,1,3,2.00,1,,
Barbarians,RamRider,a,10,0,13.70,10,yes,b cannot target a
Barbarians,RascalGirl,b,1,6,5.50,5,,
Barbarians,Rascals,b,4,4,5.60,0,,
Barbarians,Ronin,b,1,2,2.40,1,,
Barbarians,RoyalGiant,a,17,0,27.70,17,yes,b cannot target a
Barbarians,RoyalHogs,a,5,0,6.65,5,yes,b cannot target a
Barbarians,RoyalRecruits,b,4,6,7.30,1,,
Barbarians,SkeletonArmy,a,1,1,1.00,0,,
Barbarians,SkeletonDragons,b,0,5,9.60,5,yes,a cannot target b
Barbarians,SkeletonKing,b,4,4,6.10,1,,
Barbarians,SkeletonWarriors,a,3,5,4.70,0,,
Barbarians,Skeletons,a,1,1,1.00,0,,
Barbarians,SpearGoblins,a,1,3,5.30,0,,
Barbarians,Tesla,b,0,4,4.00,4,yes,
Barbarians,ThreeMusketeers,b,0,4,4.60,4,yes,
Barbarians,Valkyrie,b,3,3,4.40,1,,
Barbarians,Wallbreakers,a,2,0,2.40,2,yes,b cannot target a
Barbarians,Witch,b,1,6,5.90,5,,
Barbarians,WitchMother,b,0,6,5.70,6,yes,
Barbarians,Wizard,b,0,3,3.80,3,yes,
Barbarians,Wizard_EV1,b,0,3,3.80,3,yes,
Barbarians,Xbow,b,0,13,4.80,13,yes,
Barbarians,ZapMachine,b,0,1,3.00,1,yes,
Barbarians,goblinstein_doctor,a,4,5,10.00,0,,
Barbarians_EV1,Bats,b,0,9,10.20,9,yes,a cannot target b
Barbarians_EV1,BattleHealer,b,0,3,5.60,3,yes,a cannot target b
Barbarians_EV1,BattleRam,a,6,0,8.00,6,yes,b cannot target a
Barbarians_EV1,Berserker,b,3,8,4.60,2,,
Barbarians_EV1,BlowdartGoblin,b,0,5,3.65,5,yes,
Barbarians_EV1,BombTower,b,1,4,6.70,3,,
Barbarians_EV1,Bomber,a,2,3,6.20,0,,
Barbarians_EV1,BossBandit,b,2,3,2.90,1,,
Barbarians_EV1,Bowler,b,2,3,7.00,1,,
Barbarians_EV1,BushGoblin,a,2,2,2.50,1,,
Barbarians_EV1,Cannon,b,0,4,3.10,4,yes,
Barbarians_EV1,DarkPrince,b,2,3,3.80,1,,
Barbarians_EV1,DarkWitch,b,1,3,3.15,2,,
Barbarians_EV1,DartBarrell,b,0,5,5.00,5,yes,a cannot target b
Barbarians_EV1,ElectroDragon,b,0,4,7.70,4,yes,a cannot target b
Barbarians_EV1,ElectroGiant,a,21,0,29.50,21,yes,b cannot target a
Barbarians_EV1,ElectroSpirit,a,2,1,4.20,0,,
Barbarians_EV1,ElectroWizard,a,4,5,9.50,0,,
Barbarians_EV1,EliteArcher,b,0,6,5.90,6,yes,
Barbarians_EV1,ElixirGolem,a,9,0,12.30,9,yes,b cannot target a
Barbarians_EV1,ElixirGolem2,a,4,0,5.30,4,yes,b cannot target a
Barbarians_EV1,ElixirGolem4,a,2,0,2.50,2,yes,b cannot target a
Barbarians_EV1,FireSpirits,a,2,1,4.20,0,,
Barbarians_EV1,Firecracker,a,2,2,7.70,0,,
Barbarians_EV1,FirespiritHut,b,1,4,6.30,3,,
